"required",,,,,,,"optional","optional",,"optional","optional",,"optional","optional","optional",,,"optional","optional","optional","optional","optional",,"optional","optional","optional","optional","optional","optional","optional",,"optional",,"repeated","optional_struct","optional",,"optional",,"optional_struct","optional",,"optional",,"optional_struct","optional",,"optional",,"optional_struct","optional",,"optional",,"optional_struct","optional",,"optional",
112010029,11,2,1,0,29,,2,29,,"BuildingAttribute","MS","采集厂",0,12,"Caijichang_lv2","UITexture/Bldg/",112010029,UITexture/Bldg/112010029.png,"MSDtl",1,1,2,,201,290,1,1,0,"BLDG_SURF_COL",29,,70109,70109.4364466281,4,,220000110,"10级原石",1900,1876.85934091774,,220000210,"10级金属",1100,1126.11560455065,,220000310,"10级气体",750,750.743736367097,,220000410,"10级水晶",380,375.371868183549,,0,,0,
112010030,11,2,1,0,30,,2,30,,"BuildingAttribute","MS","采集厂",0,12,"Caijichang_lv2","UITexture/Bldg/",112010030,UITexture/Bldg/112010030.png,"MSDtl",1,1,2,,201,300,1,1,0,"BLDG_SURF_COL",30,,71512,71511.6251755607,4,,220000110,"10级原石",2300,2297.27583328332,,220000210,"10级金属",1400,1378.36549996999,,220000310,"10级气体",920,918.910333313327,,220000410,"10级水晶",460,459.455166656664,,0,,0,
112020001,11,2,2,0,1,,2,1,,"BuildingAttribute","Rf","提炼厂",1,12,"tiliangchang","UITexture/Bldg/",112020001,UITexture/Bldg/112020001.png,"RfDtl",2,1,2,,202,10,1,1,0,"BLDG_REFNY",1,,11,10.5263157894737,2,,220000101,"1级原石",20,21.0526315789474,,220000201,"1级金属",10,12.6315789473684,,220000301,"1级气体",0,0,,220000401,"1级水晶",0,0,,0,,0,
112020002,11,2,2,0,2,,2,2,,"BuildingAttribute","Rf","提炼厂",1,12,"tiliangchang","UITexture/Bldg/",112020002,UITexture/Bldg/112020002.png,"RfDtl",2,1,2,,202,20,1,1,0,"BLDG_REFNY",2,,42,42.1052631578947,2,,220000101,"1级原石",110,105.263157894737,,220000201,"1级金属",60,63.1578947368421,,220000301,"1级气体",0,0,,220000401,"1级水晶",0,0,,0,,0,
112020003,11,2,2,0,3,,2,3,,"BuildingAttribute","Rf","提炼厂",1,12,"tiliangchang","UITexture/Bldg/",112020003,UITexture/Bldg/112020003.png,"RfDtl",2,1,2,,202,30,1,1,0,"BLDG_REFNY",3,,168,168.421052631579,2,,220000101,"1级原石",530,526.315789473684,,220000201,"1级金属",320,315.789473684211,,220000301,"1级气体",0,0,,220000401,"1级水晶",0,0,,0,,0,
112020004,11,2,2,0,4,,2,4,,"BuildingAttribute","Rf","提炼厂",1,12,"tiliangchang","UITexture/Bldg/",112020004,UITexture/Bldg/112020004.png,"RfDtl",2,1,2,,202,40,1,1,0,"BLDG_REFNY",4,,674,673.684210526316,2,,220000102,"2级原石",880,877.19298245614,,220000202,"2级金属",530,526.315789473684,,220000302,"2级气体",0,0,,220000402,"2级水晶",0,0,,0,,0,
112020005,11,2,2,0,5,,2,5,,"BuildingAttribute","Rf","提炼厂",1,12,"tiliangchang","UITexture/Bldg/",112020005,UITexture/Bldg/112020005.png,"RfDtl",2,1,2,,202,50,1,1,0,"BLDG_REFNY",5,,2021,2021.05263157895,2,,220000102,"2级原石",3300,3289.47368421053,,220000202,"2级金属",2000,1973.68421052632,,220000302,"2级气体",0,0,,220000402,"2级水晶",0,0,,0,,0,
112020006,11,2,2,0,6,,2,6,,"BuildingAttribute","Rf","提炼厂",1,12,"tiliangchang","UITexture/Bldg/",112020006,UITexture/Bldg/112020006.png,"RfDtl",2,1,2,,202,60,1,1,0,"BLDG_REFNY",6,,4042,4042.10526315789,3,,220000102,"2级原石",6600,6578.94736842105,,220000202,"2级金属",3900,3947.36842105263,,220000302,"2级气体",1300,1315.78947368421,,220000402,"2级水晶",0,0,,0,,0,
112020007,11,2,2,0,7,,2,7,,"BuildingAttribute","Rf","提炼厂",1,12,"tiliangchang","UITexture/Bldg/",112020007,UITexture/Bldg/112020007.png,"RfDtl",2,1,2,,202,70,1,1,0,"BLDG_REFNY",7,,8084,8084.21052631579,3,,220000103,"3级原石",5500,5482.45614035088,,220000203,"3级金属",3300,3289.47368421053,,220000303,"3级气体",1100,1096.49122807018,,220000403,"3级水晶",0,0,,0,,0,
112020008,11,2,2,0,8,,2,8,,"BuildingAttribute","Rf","提炼厂",1,12,"tiliangchang","UITexture/Bldg/",112020008,UITexture/Bldg/112020008.png,"RfDtl",2,1,2,,202,80,1,1,0,"BLDG_REFNY",8,,8893,8892.63157894737,3,,220000103,"3级原石",7500,7538.37719298246,,220000203,"3级金属",4500,4523.02631578947,,220000303,"3级气体",1500,1507.67543859649,,220000403,"3级水晶",0,0,,0,,0,
112020009,11,2,2,0,9,,2,9,,"BuildingAttribute","Rf","提炼厂",1,12,"tiliangchang","UITexture/Bldg/",112020009,UITexture/Bldg/112020009.png,"RfDtl",2,1,2,,202,90,1,1,0,"BLDG_REFNY",9,,9782,9781.89473684211,3,,220000103,"3级原石",10000,10365.2686403509,,220000203,"3级金属",6200,6219.16118421053,,220000303,"3级气体",2100,2073.05372807018,,220000403,"3级水晶",0,0,,0,,0,
112020010,11,2,2,0,10,,2,10,,"BuildingAttribute","Rf","提炼厂",1,12,"tiliangchang","UITexture/Bldg/",112020010,UITexture/Bldg/112020010.png,"RfDtl",2,1,2,,202,100,1,1,0,"BLDG_REFNY",10,,11738,11738.2736842105,3,,220000104,"4级原石",6200,6219.16118421053,,220000204,"4级金属",3700,3731.49671052632,,220000304,"4级气体",1200,1243.83223684211,,220000404,"4级水晶",0,0,,0,,0,
112020011,11,2,2,0,11,,2,11,,"BuildingAttribute","Rf","提炼厂",1,12,"tiliangchang","UITexture/Bldg/",112020011,UITexture/Bldg/112020011.png,"RfDtl",2,1,2,,202,110,1,1,0,"BLDG_REFNY",11,,17607,17607.4105263158,4,,220000104,"4级原石",12000,11660.9272203947,,220000204,"4级金属",5200,5247.41724917763,,220000304,"4级气体",2300,2332.18544407895,,220000404,"4级水晶",580,583.046361019737,,0,,0,
112020012,11,2,2,0,12,,2,12,,"BuildingAttribute","Rf","提炼厂",1,12,"tiliangchang","UITexture/Bldg/",112020012,UITexture/Bldg/112020012.png,"RfDtl",2,1,2,,202,120,1,1,0,"BLDG_REFNY",12,,26411,26411.1157894737,4,,220000104,"4级原石",22000,21864.2385382401,,220000204,"4级金属",9800,9838.90734220806,,220000304,"4级气体",4400,4372.84770764803,,220000404,"4级水晶",1100,1093.21192691201,,0,,0,
112020013,11,2,2,0,13,,2,13,,"BuildingAttribute","Rf","提炼厂",0,12,"tiliangchang","UITexture/Bldg/",112020013,UITexture/Bldg/112020013.png,"RfDtl",2,1,2,,202,130,1,1,0,"BLDG_REFNY",13,,34334,34334.4505263158,4,,220000105,"5级原石",12000,11843.1292082134,,220000205,"5级金属",5300,5329.40814369603,,220000305,"5级气体",2400,2368.62584164268,,220000405,"5级水晶",590,592.15646041067,,0,,0,
112020014,11,2,2,0,14,,2,14,,"BuildingAttribute","Rf","提炼厂",0,12,"tiliangchang","UITexture/Bldg/",112020014,UITexture/Bldg/112020014.png,"RfDtl",2,1,2,,202,140,1,1,0,"BLDG_REFNY",14,,37768,37767.8955789474,4,,220000105,"5级原石",16000,16284.3026612934,,220000205,"5级金属",7300,7327.93619758204,,220000305,"5级气体",3300,3256.86053225869,,220000405,"5级水晶",810,814.215133064671,,0,,0,
112020015,11,2,2,0,15,,2,15,,"BuildingAttribute","Rf","提炼厂",0,12,"tiliangchang","UITexture/Bldg/",112020015,UITexture/Bldg/112020015.png,"RfDtl",2,1,2,,202,150,1,1,0,"BLDG_REFNY",15,,41545,41544.6851368421,4,,220000105,"5级原石",22000,22390.9161592785,,220000205,"5级金属",10000,10075.9122716753,,220000305,"5级气体",4500,4478.1832318557,,220000405,"5级水晶",1100,1119.54580796392,,0,,0,
112020016,11,2,2,0,16,,2,16,,"BuildingAttribute","Rf","提炼厂",0,12,"tiliangchang","UITexture/Bldg/",112020016,UITexture/Bldg/112020016.png,"RfDtl",2,1,2,,202,160,1,1,0,"BLDG_REFNY",16,,45699,45699.1536505263,4,,220000106,"6级原石",6400,6414.06452479331,,220000206,"6级金属",3800,3848.43871487599,,220000306,"6级气体",2600,2565.62580991733,,220000406,"6级水晶",1300,1282.81290495866,,0,,0,
112020017,11,2,2,0,17,,2,17,,"BuildingAttribute","Rf","提炼厂",0,12,"tiliangchang","UITexture/Bldg/",112020017,UITexture/Bldg/112020017.png,"RfDtl",2,1,2,,202,170,1,1,0,"BLDG_REFNY",17,,68549,68548.7304757895,4,,220000106,"6级原石",12000,12026.3709839875,,220000206,"6级金属",7200,7215.82259039248,,220000306,"6级气体",4800,4810.54839359499,,220000406,"6级水晶",2400,2405.27419679749,,0,,0,
112020018,11,2,2,0,18,,2,18,,"BuildingAttribute","Rf","提炼厂",0,12,"tiliangchang","UITexture/Bldg/",112020018,UITexture/Bldg/112020018.png,"RfDtl",2,1,2,,202,180,1,1,0,"BLDG_REFNY",18,,102823,102823.095713684,4,,220000106,"6级原石",23000,22549.4455949765,,220000206,"6级金属",14000,13529.6673569859,,220000306,"6级气体",9000,9019.7782379906,,220000406,"6级水晶",4500,4509.8891189953,,0,,0,
112020019,11,2,2,0,19,,2,19,,"BuildingAttribute","Rf","提炼厂",0,12,"tiliangchang","UITexture/Bldg/",112020019,UITexture/Bldg/112020019.png,"RfDtl",2,1,2,,202,190,1,1,0,"BLDG_REFNY",19,,123388,123387.714856421,4,,220000107,"7级原石",11000,11274.7227974882,,220000207,"7级金属",6800,6764.83367849295,,220000307,"7级气体",4500,4509.8891189953,,220000407,"7级水晶",2300,2254.94455949765,,0,,0,
112020020,11,2,2,0,20,,2,20,,"BuildingAttribute","Rf","提炼厂",0,12,"tiliangchang","UITexture/Bldg/",112020020,UITexture/Bldg/112020020.png,"RfDtl",2,1,2,,202,200,1,1,0,"BLDG_REFNY",20,,135726,135726.486342063,4,,220000107,"7级原石",16000,15502.7438465463,,220000207,"7级金属",9300,9301.6463079278,,220000307,"7级气体",6200,6201.09753861854,,220000407,"7级水晶",3100,3100.54876930927,,0,,0,
112020021,11,2,2,0,21,,2,21,,"BuildingAttribute","Rf","提炼厂",0,12,"tiliangchang","UITexture/Bldg/",112020021,UITexture/Bldg/112020021.png,"RfDtl",2,1,2,,202,210,1,1,0,"BLDG_REFNY",21,,146585,146584.605249428,4,,220000107,"7级原石",21000,20928.7041928376,,220000207,"7级金属",13000,12557.2225157025,,220000307,"7级气体",8400,8371.48167713502,,220000407,"7级水晶",4200,4185.74083856751,,0,,0,
112020022,11,2,2,0,22,,2,22,,"BuildingAttribute","Rf","提炼厂",0,12,"tiliangchang","UITexture/Bldg/",112020022,UITexture/Bldg/112020022.png,"RfDtl",2,1,2,,202,220,1,1,0,"BLDG_REFNY",22,,156846,156845.527616888,4,,220000108,"8级原石",9300,9330.71395264008,,220000208,"8级金属",5600,5598.42837158405,,220000308,"8级气体",3700,3732.28558105603,,220000408,"8级水晶",1900,1866.14279052802,,0,,0,
112020023,11,2,2,0,23,,2,23,,"BuildingAttribute","Rf","提炼厂",0,12,"tiliangchang","UITexture/Bldg/",112020023,UITexture/Bldg/112020023.png,"RfDtl",2,1,2,,202,230,1,1,0,"BLDG_REFNY",23,,166256,166256.259273902,4,,220000108,"8级原石",12000,12363.1959872481,,220000208,"8级金属",7400,7417.91759234886,,220000308,"8级气体",4900,4945.27839489924,,220000408,"8级水晶",2500,2472.63919744962,,0,,0,
112020024,11,2,2,0,24,,2,24,,"BuildingAttribute","Rf","提炼厂",0,12,"tiliangchang","UITexture/Bldg/",112020024,UITexture/Bldg/112020024.png,"RfDtl",2,1,2,,202,240,1,1,0,"BLDG_REFNY",24,,174569,174569.072237597,4,,220000108,"8级原石",16000,16226.6947332631,,220000208,"8级金属",9700,9736.01683995788,,220000308,"8级气体",6500,6490.67789330525,,220000408,"8级水晶",3200,3245.33894665263,,0,,0,
112020025,11,2,2,0,25,,2,25,,"BuildingAttribute","Rf","提炼厂",0,12,"tiliangchang","UITexture/Bldg/",112020025,UITexture/Bldg/112020025.png,"RfDtl",2,1,2,,202,250,1,1,0,"BLDG_REFNY",25,,183298,183297.525849476,4,,220000109,"9级原石",7100,7099.17894580262,,220000209,"9级金属",4300,4259.50736748157,,220000309,"9级气体",2800,2839.67157832105,,220000409,"9级水晶",1400,1419.83578916052,,0,,0,
112020026,11,2,2,0,26,,2,26,,"BuildingAttribute","Rf","提炼厂",0,12,"tiliangchang","UITexture/Bldg/",112020026,UITexture/Bldg/112020026.png,"RfDtl",2,1,2,,202,260,1,1,0,"BLDG_REFNY",26,,190629,190629.426883456,4,,220000109,"9级原石",8900,8859.77532436167,,220000209,"9级金属",5300,5315.865194617,,220000309,"9级气体",3500,3543.91012974467,,220000409,"9级水晶",1800,1771.95506487233,,0,,0,
112020027,11,2,2,0,27,,2,27,,"BuildingAttribute","Rf","提炼厂",0,12,"tiliangchang","UITexture/Bldg/",112020027,UITexture/Bldg/112020027.png,"RfDtl",2,1,2,,202,270,1,1,0,"BLDG_REFNY",27,,198255,198254.603958794,4,,220000109,"9级原石",11000,11056.9996048034,,220000209,"9级金属",6600,6634.19976288202,,220000309,"9级气体",4400,4422.79984192135,,220000409,"9级水晶",2200,2211.39992096067,,0,,0,
112020028,11,2,2,0,28,,2,28,,"BuildingAttribute","Rf","提炼厂",0,12,"tiliangchang","UITexture/Bldg/",112020028,UITexture/Bldg/112020028.png,"RfDtl",2,1,2,,202,280,1,1,0,"BLDG_REFNY",28,,204202,204202.242077558,4,,220000110,"10级原石",4600,4555.48383717899,,220000210,"10级金属",2700,2733.29030230739,,220000310,"10级气体",1800,1822.19353487159,,220000410,"10级水晶",910,911.096767435797,,0,,0,
112020029,11,2,2,0,29,,2,29,,"BuildingAttribute","Rf","提炼厂",0,12,"tiliangchang","UITexture/Bldg/",112020029,UITexture/Bldg/112020029.png,"RfDtl",2,1,2,,202,290,1,1,0,"BLDG_REFNY",29,,210328,210328.309339884,4,,220000110,"10级原石",5600,5630.57802275323,,220000210,"10级金属",3400,3378.34681365194,,220000310,"10级气体",2300,2252.23120910129,,220000410,"10级水晶",1100,1126.11560455065,,0,,0,
112020030,11,2,2,0,30,,2,30,,"BuildingAttribute","Rf","提炼厂",0,12,"tiliangchang","UITexture/Bldg/",112020030,UITexture/Bldg/112020030.png,"RfDtl",2,1,2,,202,300,1,1,0,"BLDG_REFNY",30,,214535,214534.875526682,4,,220000110,"10级原石",6900,6891.82749984995,,220000210,"10级金属",4100,4135.09649990997,,220000310,"10级气体",2800,2756.73099993998,,220000410,"10级水晶",1400,1378.36549996999,,0,,0,
112030001,11,2,3,0,1,,2,1,,"BuildingAttribute","PS","核电厂",1,12,"nengyuanchang_lv1","UITexture/Bldg/",112030001,UITexture/Bldg/112030001.png,"PSDtl",3,1,2,,203,10,1,1,0,"BLDG_POWER_PLANT",1,,5,5.26315789473684,2,,220000101,"1级原石",10,10.5263157894737,,220000201,"1级金属",6,6.31578947368421,,220000301,"1级气体",0,0,,220000401,"1级水晶",0,0,,0,,0,
112030002,11,2,3,0,2,,2,2,,"BuildingAttribute","PS","核电厂",1,12,"nengyuanchang_lv1","UITexture/Bldg/",112030002,UITexture/Bldg/112030002.png,"PSDtl",3,1,2,,203,20,1,1,0,"BLDG_POWER_PLANT",2,,21,21.0526315789474,2,,220000101,"1级原石",50,52.6315789473684,,220000201,"1级金属",30,31.5789473684211,,220000301,"1级气体",0,0,,220000401,"1级水晶",0,0,,0,,0,
112030003,11,2,3,0,3,,2,3,,"BuildingAttribute","PS","核电厂",1,12,"nengyuanchang_lv1","UITexture/Bldg/",112030003,UITexture/Bldg/112030003.png,"PSDtl",3,1,2,,203,30,1,1,0,"BLDG_POWER_PLANT",3,,84,84.2105263157895,2,,220000101,"1级原石",260,263.157894736842,,220000201,"1级金属",160,157.894736842105,,220000301,"1级气体",0,0,,220000401,"1级水晶",0,0,,0,,0,
112030004,11,2,3,0,4,,2,4,,"BuildingAttribute","PS","核电厂",1,12,"nengyuanchang_lv1","UITexture/Bldg/",112030004,UITexture/Bldg/112030004.png,"PSDtl",3,1,2,,203,40,1,1,0,"BLDG_POWER_PLANT",4,,337,336.842105263158,2,,220000102,"2级原石",440,438.59649122807,,220000202,"2级金属",260,263.157894736842,,220000302,"2级气体",0,0,,220000402,"2级水晶",0,0,,0,,0,
112030005,11,2,3,0,5,,2,5,,"BuildingAttribute","PS","核电厂",1,12,"nengyuanchang_lv1","UITexture/Bldg/",112030005,UITexture/Bldg/112030005.png,"PSDtl",3,1,2,,203,50,1,1,0,"BLDG_POWER_PLANT",5,,1011,1010.52631578947,2,,220000102,"2级原石",1600,1644.73684210526,,220000202,"2级金属",990,986.842105263158,,220000302,"2级气体",0,0,,220000402,"2级水晶",0,0,,0,,0,
112030006,11,2,3,0,6,,2,6,,"BuildingAttribute","PS","核电厂",1,12,"nengyuanchang_lv1","UITexture/Bldg/",112030006,UITexture/Bldg/112030006.png,"PSDtl",3,1,2,,203,60,1,1,0,"BLDG_POWER_PLANT",6,,2021,2021.05263157895,3,,220000102,"2级原石",3300,3289.47368421053,,220000202,"2级金属",2000,1973.68421052632,,220000302,"2级气体",660,657.894736842105,,220000402,"2级水晶",0,0,,0,,0,
112030007,11,2,3,0,7,,2,7,,"BuildingAttribute","PS","核电厂",1,12,"nengyuanchang_lv1","UITexture/Bldg/",112030007,UITexture/Bldg/112030007.png,"PSDtl",3,1,2,,203,70,1,1,0,"BLDG_POWER_PLANT",7,,4042,4042.10526315789,3,,220000103,"3级原石",2700,2741.22807017544,,220000203,"3级金属",1600,1644.73684210526,,220000303,"3级气体",550,548.245614035088,,220000403,"3级水晶",0,0,,0,,0,
112030008,11,2,3,0,8,,2,8,,"BuildingAttribute","PS","核电厂",1,12,"nengyuanchang_lv1","UITexture/Bldg/",112030008,UITexture/Bldg/112030008.png,"PSDtl",3,1,2,,203,80,1,1,0,"BLDG_POWER_PLANT",8,,4446,4446.31578947368,3,,220000103,"3级原石",3800,3769.18859649123,,220000203,"3级金属",2300,2261.51315789474,,220000303,"3级气体",750,753.837719298246,,220000403,"3级水晶",0,0,,0,,0,
112030009,11,2,3,0,9,,2,9,,"BuildingAttribute","PS","核电厂",1,12,"nengyuanchang_lv1","UITexture/Bldg/",112030009,UITexture/Bldg/112030009.png,"PSDtl",3,1,2,,203,90,1,1,0,"BLDG_POWER_PLANT",9,,4891,4890.94736842105,3,,220000103,"3级原石",5200,5182.63432017544,,220000203,"3级金属",3100,3109.58059210526,,220000303,"3级气体",1000,1036.52686403509,,220000403,"3级水晶",0,0,,0,,0,
112030010,11,2,3,0,10,,2,10,,"BuildingAttribute","PS","核电厂",1,12,"nengyuanchang_lv1","UITexture/Bldg/",112030010,UITexture/Bldg/112030010.png,"PSDtl",3,1,2,,203,100,1,1,0,"BLDG_POWER_PLANT",10,,5869,5869.13684210526,3,,220000104,"4级原石",3100,3109.58059210526,,220000204,"4级金属",1900,1865.74835526316,,220000304,"4级气体",620,621.916118421053,,220000404,"4级水晶",0,0,,0,,0,
112030011,11,2,3,0,11,,2,11,,"BuildingAttribute","PS","核电厂",1,12,"nengyuanchang_lv1","UITexture/Bldg/",112030011,UITexture/Bldg/112030011.png,"PSDtl",3,1,2,,203,110,1,1,0,"BLDG_POWER_PLANT",11,,8804,8803.7052631579,4,,220000104,"4级原石",5800,5830.46361019737,,220000204,"4级金属",2600,2623.70862458882,,220000304,"4级气体",1200,1166.09272203947,,220000404,"4级水晶",290,291.523180509869,,0,,0,
112030012,11,2,3,0,12,,2,12,,"BuildingAttribute","PS","核电厂",1,12,"nengyuanchang_lv1","UITexture/Bldg/",112030012,UITexture/Bldg/112030012.png,"PSDtl",3,1,2,,203,120,1,1,0,"BLDG_POWER_PLANT",12,,13206,13205.5578947368,4,,220000104,"4级原石",11000,10932.1192691201,,220000204,"4级金属",4900,4919.45367110403,,220000304,"4级气体",2200,2186.42385382401,,220000404,"4级水晶",550,546.605963456003,,0,,0,
112030013,11,2,3,0,13,,2,13,,"BuildingAttribute","PS","核电厂",0,12,"nengyuanchang_lv1","UITexture/Bldg/",112030013,UITexture/Bldg/112030013.png,"PSDtl",3,1,2,,203,130,1,1,0,"BLDG_POWER_PLANT",13,,17167,17167.2252631579,4,,220000105,"5级原石",5900,5921.5646041067,,220000205,"5级金属",2700,2664.70407184802,,220000305,"5级气体",1200,1184.31292082134,,220000405,"5级水晶",300,296.078230205335,,0,,0,
112030014,11,2,3,0,14,,2,14,,"BuildingAttribute","PS","核电厂",0,12,"nengyuanchang_lv1","UITexture/Bldg/",112030014,UITexture/Bldg/112030014.png,"PSDtl",3,1,2,,203,140,1,1,0,"BLDG_POWER_PLANT",14,,18884,18883.9477894737,4,,220000105,"5级原石",8100,8142.15133064672,,220000205,"5级金属",3700,3663.96809879102,,220000305,"5级气体",1600,1628.43026612934,,220000405,"5级水晶",410,407.107566532336,,0,,0,
112030015,11,2,3,0,15,,2,15,,"BuildingAttribute","PS","核电厂",0,12,"nengyuanchang_lv1","UITexture/Bldg/",112030015,UITexture/Bldg/112030015.png,"PSDtl",3,1,2,,203,150,1,1,0,"BLDG_POWER_PLANT",15,,20772,20772.3425684211,4,,220000105,"5级原石",11000,11195.4580796392,,220000205,"5级金属",5000,5037.95613583766,,220000305,"5级气体",2200,2239.09161592785,,220000405,"5级水晶",560,559.772903981962,,0,,0,
112030016,11,2,3,0,16,,2,16,,"BuildingAttribute","PS","核电厂",0,12,"nengyuanchang_lv1","UITexture/Bldg/",112030016,UITexture/Bldg/112030016.png,"PSDtl",3,1,2,,203,160,1,1,0,"BLDG_POWER_PLANT",16,,22850,22849.5768252632,4,,220000106,"6级原石",3200,3207.03226239666,,220000206,"6级金属",1900,1924.21935743799,,220000306,"6级气体",1300,1282.81290495866,,220000406,"6级水晶",640,641.406452479331,,0,,0,
112030017,11,2,3,0,17,,2,17,,"BuildingAttribute","PS","核电厂",0,12,"nengyuanchang_lv1","UITexture/Bldg/",112030017,UITexture/Bldg/112030017.png,"PSDtl",3,1,2,,203,170,1,1,0,"BLDG_POWER_PLANT",17,,34274,34274.3652378947,4,,220000106,"6级原石",6000,6013.18549199373,,220000206,"6级金属",3600,3607.91129519624,,220000306,"6级气体",2400,2405.27419679749,,220000406,"6级水晶",1200,1202.63709839875,,0,,0,
112030018,11,2,3,0,18,,2,18,,"BuildingAttribute","PS","核电厂",0,12,"nengyuanchang_lv1","UITexture/Bldg/",112030018,UITexture/Bldg/112030018.png,"PSDtl",3,1,2,,203,180,1,1,0,"BLDG_POWER_PLANT",18,,51412,51411.5478568421,4,,220000106,"6级原石",11000,11274.7227974882,,220000206,"6级金属",6800,6764.83367849295,,220000306,"6级气体",4500,4509.8891189953,,220000406,"6级水晶",2300,2254.94455949765,,0,,0,
112030019,11,2,3,0,19,,2,19,,"BuildingAttribute","PS","核电厂",0,12,"nengyuanchang_lv1","UITexture/Bldg/",112030019,UITexture/Bldg/112030019.png,"PSDtl",3,1,2,,203,190,1,1,0,"BLDG_POWER_PLANT",19,,61694,61693.8574282105,4,,220000107,"7级原石",5600,5637.36139874412,,220000207,"7级金属",3400,3382.41683924647,,220000307,"7级气体",2300,2254.94455949765,,220000407,"7级水晶",1100,1127.47227974882,,0,,0,
112030020,11,2,3,0,20,,2,20,,"BuildingAttribute","PS","核电厂",0,12,"nengyuanchang_lv1","UITexture/Bldg/",112030020,UITexture/Bldg/112030020.png,"PSDtl",3,1,2,,203,200,1,1,0,"BLDG_POWER_PLANT",20,,67863,67863.2431710316,4,,220000107,"7级原石",7800,7751.37192327317,,220000207,"7级金属",4700,4650.8231539639,,220000307,"7级气体",3100,3100.54876930927,,220000407,"7级水晶",1600,1550.27438465463,,0,,0,
112030021,11,2,3,0,21,,2,21,,"BuildingAttribute","PS","核电厂",0,12,"nengyuanchang_lv1","UITexture/Bldg/",112030021,UITexture/Bldg/112030021.png,"PSDtl",3,1,2,,203,210,1,1,0,"BLDG_POWER_PLANT",21,,73292,73292.3026247141,4,,220000107,"7级原石",10000,10464.3520964188,,220000207,"7级金属",6300,6278.61125785127,,220000307,"7级气体",4200,4185.74083856751,,220000407,"7级水晶",2100,2092.87041928376,,0,,0,
112030022,11,2,3,0,22,,2,22,,"BuildingAttribute","PS","核电厂",0,12,"nengyuanchang_lv1","UITexture/Bldg/",112030022,UITexture/Bldg/112030022.png,"PSDtl",3,1,2,,203,220,1,1,0,"BLDG_POWER_PLANT",22,,78423,78422.7638084441,4,,220000108,"8级原石",4700,4665.35697632004,,220000208,"8级金属",2800,2799.21418579202,,220000308,"8级气体",1900,1866.14279052802,,220000408,"8级水晶",930,933.071395264008,,0,,0,
112030023,11,2,3,0,23,,2,23,,"BuildingAttribute","PS","核电厂",0,12,"nengyuanchang_lv1","UITexture/Bldg/",112030023,UITexture/Bldg/112030023.png,"PSDtl",3,1,2,,203,230,1,1,0,"BLDG_POWER_PLANT",23,,83128,83128.1296369508,4,,220000108,"8级原石",6200,6181.59799362405,,220000208,"8级金属",3700,3708.95879617443,,220000308,"8级气体",2500,2472.63919744962,,220000408,"8级水晶",1200,1236.31959872481,,0,,0,
112030024,11,2,3,0,24,,2,24,,"BuildingAttribute","PS","核电厂",0,12,"nengyuanchang_lv1","UITexture/Bldg/",112030024,UITexture/Bldg/112030024.png,"PSDtl",3,1,2,,203,240,1,1,0,"BLDG_POWER_PLANT",24,,87285,87284.5361187983,4,,220000108,"8级原石",8100,8113.34736663157,,220000208,"8级金属",4900,4868.00841997894,,220000308,"8级气体",3200,3245.33894665263,,220000408,"8级水晶",1600,1622.66947332631,,0,,0,
112030025,11,2,3,0,25,,2,25,,"BuildingAttribute","PS","核电厂",0,12,"nengyuanchang_lv1","UITexture/Bldg/",112030025,UITexture/Bldg/112030025.png,"PSDtl",3,1,2,,203,250,1,1,0,"BLDG_POWER_PLANT",25,,91649,91648.7629247382,4,,220000109,"9级原石",3500,3549.58947290131,,220000209,"9级金属",2100,2129.75368374079,,220000309,"9级气体",1400,1419.83578916052,,220000409,"9级水晶",710,709.917894580262,,0,,0,
112030026,11,2,3,0,26,,2,26,,"BuildingAttribute","PS","核电厂",0,12,"nengyuanchang_lv1","UITexture/Bldg/",112030026,UITexture/Bldg/112030026.png,"PSDtl",3,1,2,,203,260,1,1,0,"BLDG_POWER_PLANT",26,,95315,95314.7134417278,4,,220000109,"9级原石",4400,4429.88766218084,,220000209,"9级金属",2700,2657.9325973085,,220000309,"9级气体",1800,1771.95506487233,,220000409,"9级水晶",890,885.977532436167,,0,,0,
112030027,11,2,3,0,27,,2,27,,"BuildingAttribute","PS","核电厂",0,12,"nengyuanchang_lv1","UITexture/Bldg/",112030027,UITexture/Bldg/112030027.png,"PSDtl",3,1,2,,203,270,1,1,0,"BLDG_POWER_PLANT",27,,99127,99127.3019793969,4,,220000109,"9级原石",5500,5528.49980240168,,220000209,"9级金属",3300,3317.09988144101,,220000309,"9级气体",2200,2211.39992096067,,220000409,"9级水晶",1100,1105.69996048034,,0,,0,
112030028,11,2,3,0,28,,2,28,,"BuildingAttribute","PS","核电厂",0,12,"nengyuanchang_lv1","UITexture/Bldg/",112030028,UITexture/Bldg/112030028.png,"PSDtl",3,1,2,,203,280,1,1,0,"BLDG_POWER_PLANT",28,,102101,102101.121038779,4,,220000110,"10级原石",2300,2277.74191858949,,220000210,"10级金属",1400,1366.6451511537,,220000310,"10级气体",910,911.096767435797,,220000410,"10级水晶",460,455.548383717899,,0,,0,
