"required",,,,,,,,,"optional",,"optional","optional",,,"optional","optional",,,"optional","optional","optional",,,,"repeated","optional_struct","optional",,"optional","optional_struct","optional",,"optional","optional_struct","optional",,"optional",,"optional","repeated","optional","optional","optional",,"optional",,,,,"optional","optional","repeated","optional_struct","optional",,"optional","optional_struct","optional",,"optional","optional_struct","optional",,"optional","optional_struct","optional",,"optional","optional_struct","optional",,"optional"
322010214,32,2,1,2,14,,2,201,14,,"SkillTree","STName3220102","采集厂","采集最大容量科技",0,12,"UITexture/TechProd/",322010201,UITexture/TechProd/322010201.png,"STProperty3220102",0,,,,1,,122010002,"采集最大容量",96,,,,,,,,,,0,0,,,,,840,,,14,,1400,140,0,,0,,,,,,,,,,,,,,,,,,
322010215,32,2,1,2,15,,2,201,15,,"SkillTree","STName3220102","采集厂","采集最大容量科技",0,12,"UITexture/TechProd/",322010201,UITexture/TechProd/322010201.png,"STProperty3220102",0,,,,1,,122010002,"采集最大容量",120,,,,,,,,,,14,0,,,,,900,,,15,,1500,150,0,,0,,,,,,,,,,,,,,,,,,
322010216,32,2,1,2,16,,2,201,16,,"SkillTree","STName3220102","采集厂","采集最大容量科技",0,12,"UITexture/TechProd/",322010201,UITexture/TechProd/322010201.png,"STProperty3220102",0,,,,1,,122010002,"采集最大容量",124,,,,,,,,,,0,0,,,,,960,,,16,,1600,160,0,,0,,,,,,,,,,,,,,,,,,
322010217,32,2,1,2,17,,2,201,17,,"SkillTree","STName3220102","采集厂","采集最大容量科技",0,12,"UITexture/TechProd/",322010201,UITexture/TechProd/322010201.png,"STProperty3220102",0,,,,1,,122010002,"采集最大容量",128,,,,,,,,,,0,0,,,,,1020,,,17,,1700,170,0,,0,,,,,,,,,,,,,,,,,,
322010218,32,2,1,2,18,,2,201,18,,"SkillTree","STName3220102","采集厂","采集最大容量科技",0,12,"UITexture/TechProd/",322010201,UITexture/TechProd/322010201.png,"STProperty3220102",0,,,,1,,122010002,"采集最大容量",132,,,,,,,,,,0,0,,,,,1080,,,18,,1800,180,0,,0,,,,,,,,,,,,,,,,,,
322010219,32,2,1,2,19,,2,201,19,,"SkillTree","STName3220102","采集厂","采集最大容量科技",0,12,"UITexture/TechProd/",322010201,UITexture/TechProd/322010201.png,"STProperty3220102",0,,,,1,,122010002,"采集最大容量",136,,,,,,,,,,0,0,,,,,1140,,,19,,1900,190,0,,0,,,,,,,,,,,,,,,,,,
322010220,32,2,1,2,20,,2,201,20,,"SkillTree","STName3220102","采集厂","采集最大容量科技",0,12,"UITexture/TechProd/",322010201,UITexture/TechProd/322010201.png,"STProperty3220102",0,,,,1,,122010002,"采集最大容量",160,,,,,,,,,,19,0,,,,,1200,,,20,,2000,200,0,,0,,,,,,,,,,,,,,,,,,
322010221,32,2,1,2,21,,2,201,21,,"SkillTree","STName3220102","采集厂","采集最大容量科技",0,12,"UITexture/TechProd/",322010201,UITexture/TechProd/322010201.png,"STProperty3220102",0,,,,1,,122010002,"采集最大容量",164,,,,,,,,,,0,0,,,,,1260,,,21,,2100,210,0,,0,,,,,,,,,,,,,,,,,,
322010222,32,2,1,2,22,,2,201,22,,"SkillTree","STName3220102","采集厂","采集最大容量科技",0,12,"UITexture/TechProd/",322010201,UITexture/TechProd/322010201.png,"STProperty3220102",0,,,,1,,122010002,"采集最大容量",168,,,,,,,,,,0,0,,,,,1320,,,22,,2200,220,0,,0,,,,,,,,,,,,,,,,,,
322010223,32,2,1,2,23,,2,201,23,,"SkillTree","STName3220102","采集厂","采集最大容量科技",0,12,"UITexture/TechProd/",322010201,UITexture/TechProd/322010201.png,"STProperty3220102",0,,,,1,,122010002,"采集最大容量",172,,,,,,,,,,0,0,,,,,1380,,,23,,2300,230,0,,0,,,,,,,,,,,,,,,,,,
322010224,32,2,1,2,24,,2,201,24,,"SkillTree","STName3220102","采集厂","采集最大容量科技",0,12,"UITexture/TechProd/",322010201,UITexture/TechProd/322010201.png,"STProperty3220102",0,,,,1,,122010002,"采集最大容量",176,,,,,,,,,,0,0,,,,,1440,,,24,,2400,240,0,,0,,,,,,,,,,,,,,,,,,
322010225,32,2,1,2,25,,2,201,25,,"SkillTree","STName3220102","采集厂","采集最大容量科技",0,12,"UITexture/TechProd/",322010201,UITexture/TechProd/322010201.png,"STProperty3220102",0,,,,1,,122010002,"采集最大容量",200,,,,,,,,,,23,0,,,,,1500,,,25,,2500,250,0,,0,,,,,,,,,,,,,,,,,,
322010226,32,2,1,2,26,,2,201,26,,"SkillTree","STName3220102","采集厂","采集最大容量科技",0,12,"UITexture/TechProd/",322010201,UITexture/TechProd/322010201.png,"STProperty3220102",0,,,,1,,122010002,"采集最大容量",204,,,,,,,,,,0,0,,,,,1560,,,26,,2600,260,0,,0,,,,,,,,,,,,,,,,,,
322010227,32,2,1,2,27,,2,201,27,,"SkillTree","STName3220102","采集厂","采集最大容量科技",0,12,"UITexture/TechProd/",322010201,UITexture/TechProd/322010201.png,"STProperty3220102",0,,,,1,,122010002,"采集最大容量",208,,,,,,,,,,0,0,,,,,1620,,,27,,2700,270,0,,0,,,,,,,,,,,,,,,,,,
322010228,32,2,1,2,28,,2,201,28,,"SkillTree","STName3220102","采集厂","采集最大容量科技",0,12,"UITexture/TechProd/",322010201,UITexture/TechProd/322010201.png,"STProperty3220102",0,,,,1,,122010002,"采集最大容量",212,,,,,,,,,,0,0,,,,,1680,,,28,,2800,280,0,,0,,,,,,,,,,,,,,,,,,
322010229,32,2,1,2,29,,2,201,29,,"SkillTree","STName3220102","采集厂","采集最大容量科技",0,12,"UITexture/TechProd/",322010201,UITexture/TechProd/322010201.png,"STProperty3220102",0,,,,1,,122010002,"采集最大容量",216,,,,,,,,,,0,0,,,,,1740,,,29,,2900,290,0,,0,,,,,,,,,,,,,,,,,,
322010230,32,2,1,2,30,,2,201,30,,"SkillTree","STName3220102","采集厂","采集最大容量科技",0,12,"UITexture/TechProd/",322010201,UITexture/TechProd/322010201.png,"STProperty3220102",0,,,,1,,122010002,"采集最大容量",240,,,,,,,,,,28,0,,,,,1800,,,30,,3000,300,0,,0,,,,,,,,,,,,,,,,,,
322020101,32,2,2,1,1,,2,202,1,,"SkillTree","STName3220201","提炼厂","提炼速度系数科技",1,12,"UITexture/TechProd/",322020101,UITexture/TechProd/322020101.png,"STProperty3220201",2002,2,2,,1,,122020001,"提炼速度系数",5,,,,,,,,,,2,0,,,,,60,,,1,,100,10,0,,0,,,,,,,,,,,,,,,,,,
322020102,32,2,2,1,2,,2,202,2,,"SkillTree","STName3220201","提炼厂","提炼速度系数科技",1,12,"UITexture/TechProd/",322020101,UITexture/TechProd/322020101.png,"STProperty3220201",0,,,,1,,122020001,"提炼速度系数",10,,,,,,,,,,0,0,,,,,120,,,2,,200,20,0,,0,,,,,,,,,,,,,,,,,,
322020103,32,2,2,1,3,,2,202,3,,"SkillTree","STName3220201","提炼厂","提炼速度系数科技",1,12,"UITexture/TechProd/",322020101,UITexture/TechProd/322020101.png,"STProperty3220201",0,,,,1,,122020001,"提炼速度系数",15,,,,,,,,,,0,0,,,,,180,,,3,,300,30,0,,0,,,,,,,,,,,,,,,,,,
322020104,32,2,2,1,4,,2,202,4,,"SkillTree","STName3220201","提炼厂","提炼速度系数科技",1,12,"UITexture/TechProd/",322020101,UITexture/TechProd/322020101.png,"STProperty3220201",0,,,,1,,122020001,"提炼速度系数",20,,,,,,,,,,0,0,,,,,240,,,4,,400,40,0,,0,,,,,,,,,,,,,,,,,,
322020105,32,2,2,1,5,,2,202,5,,"SkillTree","STName3220201","提炼厂","提炼速度系数科技",1,12,"UITexture/TechProd/",322020101,UITexture/TechProd/322020101.png,"STProperty3220201",0,,,,1,,122020001,"提炼速度系数",50,,,,,,,,,,6,0,,,,,300,,,5,,500,50,0,,0,,,,,,,,,,,,,,,,,,
322020106,32,2,2,1,6,,2,202,6,,"SkillTree","STName3220201","提炼厂","提炼速度系数科技",1,12,"UITexture/TechProd/",322020101,UITexture/TechProd/322020101.png,"STProperty3220201",0,,,,1,,122020001,"提炼速度系数",55,,,,,,,,,,0,0,,,,,360,,,6,,600,60,0,,0,,,,,,,,,,,,,,,,,,
322020107,32,2,2,1,7,,2,202,7,,"SkillTree","STName3220201","提炼厂","提炼速度系数科技",1,12,"UITexture/TechProd/",322020101,UITexture/TechProd/322020101.png,"STProperty3220201",0,,,,1,,122020001,"提炼速度系数",60,,,,,,,,,,0,0,,,,,420,,,7,,700,70,0,,0,,,,,,,,,,,,,,,,,,
322020108,32,2,2,1,8,,2,202,8,,"SkillTree","STName3220201","提炼厂","提炼速度系数科技",1,12,"UITexture/TechProd/",322020101,UITexture/TechProd/322020101.png,"STProperty3220201",0,,,,1,,122020001,"提炼速度系数",65,,,,,,,,,,0,0,,,,,480,,,8,,800,80,0,,0,,,,,,,,,,,,,,,,,,
322020109,32,2,2,1,9,,2,202,9,,"SkillTree","STName3220201","提炼厂","提炼速度系数科技",1,12,"UITexture/TechProd/",322020101,UITexture/TechProd/322020101.png,"STProperty3220201",0,,,,1,,122020001,"提炼速度系数",70,,,,,,,,,,0,0,,,,,540,,,9,,900,90,0,,0,,,,,,,,,,,,,,,,,,
322020110,32,2,2,1,10,,2,202,10,,"SkillTree","STName3220201","提炼厂","提炼速度系数科技",1,12,"UITexture/TechProd/",322020101,UITexture/TechProd/322020101.png,"STProperty3220201",0,,,,1,,122020001,"提炼速度系数",100,,,,,,,,,,11,0,,,,,600,,,10,,1000,100,0,,0,,,,,,,,,,,,,,,,,,
322020111,32,2,2,1,11,,2,202,11,,"SkillTree","STName3220201","提炼厂","提炼速度系数科技",1,12,"UITexture/TechProd/",322020101,UITexture/TechProd/322020101.png,"STProperty3220201",0,,,,1,,122020001,"提炼速度系数",105,,,,,,,,,,0,0,,,,,660,,,11,,1100,110,0,,0,,,,,,,,,,,,,,,,,,
322020112,32,2,2,1,12,,2,202,12,,"SkillTree","STName3220201","提炼厂","提炼速度系数科技",1,12,"UITexture/TechProd/",322020101,UITexture/TechProd/322020101.png,"STProperty3220201",0,,,,1,,122020001,"提炼速度系数",110,,,,,,,,,,0,0,,,,,720,,,12,,1200,120,0,,0,,,,,,,,,,,,,,,,,,
322020113,32,2,2,1,13,,2,202,13,,"SkillTree","STName3220201","提炼厂","提炼速度系数科技",0,12,"UITexture/TechProd/",322020101,UITexture/TechProd/322020101.png,"STProperty3220201",0,,,,1,,122020001,"提炼速度系数",115,,,,,,,,,,0,0,,,,,780,,,13,,1300,130,0,,0,,,,,,,,,,,,,,,,,,
322020114,32,2,2,1,14,,2,202,14,,"SkillTree","STName3220201","提炼厂","提炼速度系数科技",0,12,"UITexture/TechProd/",322020101,UITexture/TechProd/322020101.png,"STProperty3220201",0,,,,1,,122020001,"提炼速度系数",120,,,,,,,,,,0,0,,,,,840,,,14,,1400,140,0,,0,,,,,,,,,,,,,,,,,,
322020115,32,2,2,1,15,,2,202,15,,"SkillTree","STName3220201","提炼厂","提炼速度系数科技",0,12,"UITexture/TechProd/",322020101,UITexture/TechProd/322020101.png,"STProperty3220201",0,,,,1,,122020001,"提炼速度系数",150,,,,,,,,,,15,0,,,,,900,,,15,,1500,150,0,,0,,,,,,,,,,,,,,,,,,
322020116,32,2,2,1,16,,2,202,16,,"SkillTree","STName3220201","提炼厂","提炼速度系数科技",0,12,"UITexture/TechProd/",322020101,UITexture/TechProd/322020101.png,"STProperty3220201",0,,,,1,,122020001,"提炼速度系数",155,,,,,,,,,,0,0,,,,,960,,,16,,1600,160,0,,0,,,,,,,,,,,,,,,,,,
322020117,32,2,2,1,17,,2,202,17,,"SkillTree","STName3220201","提炼厂","提炼速度系数科技",0,12,"UITexture/TechProd/",322020101,UITexture/TechProd/322020101.png,"STProperty3220201",0,,,,1,,122020001,"提炼速度系数",160,,,,,,,,,,0,0,,,,,1020,,,17,,1700,170,0,,0,,,,,,,,,,,,,,,,,,
322020118,32,2,2,1,18,,2,202,18,,"SkillTree","STName3220201","提炼厂","提炼速度系数科技",0,12,"UITexture/TechProd/",322020101,UITexture/TechProd/322020101.png,"STProperty3220201",0,,,,1,,122020001,"提炼速度系数",165,,,,,,,,,,0,0,,,,,1080,,,18,,1800,180,0,,0,,,,,,,,,,,,,,,,,,
322020119,32,2,2,1,19,,2,202,19,,"SkillTree","STName3220201","提炼厂","提炼速度系数科技",0,12,"UITexture/TechProd/",322020101,UITexture/TechProd/322020101.png,"STProperty3220201",0,,,,1,,122020001,"提炼速度系数",170,,,,,,,,,,0,0,,,,,1140,,,19,,1900,190,0,,0,,,,,,,,,,,,,,,,,,
322020120,32,2,2,1,20,,2,202,20,,"SkillTree","STName3220201","提炼厂","提炼速度系数科技",0,12,"UITexture/TechProd/",322020101,UITexture/TechProd/322020101.png,"STProperty3220201",0,,,,1,,122020001,"提炼速度系数",200,,,,,,,,,,20,0,,,,,1200,,,20,,2000,200,0,,0,,,,,,,,,,,,,,,,,,
322020121,32,2,2,1,21,,2,202,21,,"SkillTree","STName3220201","提炼厂","提炼速度系数科技",0,12,"UITexture/TechProd/",322020101,UITexture/TechProd/322020101.png,"STProperty3220201",0,,,,1,,122020001,"提炼速度系数",205,,,,,,,,,,0,0,,,,,1260,,,21,,2100,210,0,,0,,,,,,,,,,,,,,,,,,
322020122,32,2,2,1,22,,2,202,22,,"SkillTree","STName3220201","提炼厂","提炼速度系数科技",0,12,"UITexture/TechProd/",322020101,UITexture/TechProd/322020101.png,"STProperty3220201",0,,,,1,,122020001,"提炼速度系数",210,,,,,,,,,,0,0,,,,,1320,,,22,,2200,220,0,,0,,,,,,,,,,,,,,,,,,
322020123,32,2,2,1,23,,2,202,23,,"SkillTree","STName3220201","提炼厂","提炼速度系数科技",0,12,"UITexture/TechProd/",322020101,UITexture/TechProd/322020101.png,"STProperty3220201",0,,,,1,,122020001,"提炼速度系数",215,,,,,,,,,,0,0,,,,,1380,,,23,,2300,230,0,,0,,,,,,,,,,,,,,,,,,
322020124,32,2,2,1,24,,2,202,24,,"SkillTree","STName3220201","提炼厂","提炼速度系数科技",0,12,"UITexture/TechProd/",322020101,UITexture/TechProd/322020101.png,"STProperty3220201",0,,,,1,,122020001,"提炼速度系数",220,,,,,,,,,,0,0,,,,,1440,,,24,,2400,240,0,,0,,,,,,,,,,,,,,,,,,
322020125,32,2,2,1,25,,2,202,25,,"SkillTree","STName3220201","提炼厂","提炼速度系数科技",0,12,"UITexture/TechProd/",322020101,UITexture/TechProd/322020101.png,"STProperty3220201",0,,,,1,,122020001,"提炼速度系数",250,,,,,,,,,,24,0,,,,,1500,,,25,,2500,250,0,,0,,,,,,,,,,,,,,,,,,
322020126,32,2,2,1,26,,2,202,26,,"SkillTree","STName3220201","提炼厂","提炼速度系数科技",0,12,"UITexture/TechProd/",322020101,UITexture/TechProd/322020101.png,"STProperty3220201",0,,,,1,,122020001,"提炼速度系数",255,,,,,,,,,,0,0,,,,,1560,,,26,,2600,260,0,,0,,,,,,,,,,,,,,,,,,
322020127,32,2,2,1,27,,2,202,27,,"SkillTree","STName3220201","提炼厂","提炼速度系数科技",0,12,"UITexture/TechProd/",322020101,UITexture/TechProd/322020101.png,"STProperty3220201",0,,,,1,,122020001,"提炼速度系数",260,,,,,,,,,,0,0,,,,,1620,,,27,,2700,270,0,,0,,,,,,,,,,,,,,,,,,
322020128,32,2,2,1,28,,2,202,28,,"SkillTree","STName3220201","提炼厂","提炼速度系数科技",0,12,"UITexture/TechProd/",322020101,UITexture/TechProd/322020101.png,"STProperty3220201",0,,,,1,,122020001,"提炼速度系数",265,,,,,,,,,,0,0,,,,,1680,,,28,,2800,280,0,,0,,,,,,,,,,,,,,,,,,
322020129,32,2,2,1,29,,2,202,29,,"SkillTree","STName3220201","提炼厂","提炼速度系数科技",0,12,"UITexture/TechProd/",322020101,UITexture/TechProd/322020101.png,"STProperty3220201",0,,,,1,,122020001,"提炼速度系数",270,,,,,,,,,,0,0,,,,,1740,,,29,,2900,290,0,,0,,,,,,,,,,,,,,,,,,
322020130,32,2,2,1,30,,2,202,30,,"SkillTree","STName3220201","提炼厂","提炼速度系数科技",0,12,"UITexture/TechProd/",322020101,UITexture/TechProd/322020101.png,"STProperty3220201",0,,,,1,,122020001,"提炼速度系数",300,,,,,,,,,,29,0,,,,,1800,,,30,,3000,300,0,,0,,,,,,,,,,,,,,,,,,
322020201,32,2,2,2,1,,2,202,1,,"SkillTree","STName3220202","提炼厂","最大提炼量科技",1,12,"UITexture/TechProd/",322020201,UITexture/TechProd/322020201.png,"STProperty3220202",4002,4,2,,1,,122020002,"最大提炼量",10,,,,,,,,,,2,0,,,,,60,,,1,,100,10,0,,0,,,,,,,,,,,,,,,,,,
322020202,32,2,2,2,2,,2,202,2,,"SkillTree","STName3220202","提炼厂","最大提炼量科技",1,12,"UITexture/TechProd/",322020201,UITexture/TechProd/322020201.png,"STProperty3220202",0,,,,1,,122020002,"最大提炼量",20,,,,,,,,,,0,0,,,,,120,,,2,,200,20,0,,0,,,,,,,,,,,,,,,,,,
322020203,32,2,2,2,3,,2,202,3,,"SkillTree","STName3220202","提炼厂","最大提炼量科技",1,12,"UITexture/TechProd/",322020201,UITexture/TechProd/322020201.png,"STProperty3220202",0,,,,1,,122020002,"最大提炼量",30,,,,,,,,,,0,0,,,,,180,,,3,,300,30,0,,0,,,,,,,,,,,,,,,,,,
322020204,32,2,2,2,4,,2,202,4,,"SkillTree","STName3220202","提炼厂","最大提炼量科技",1,12,"UITexture/TechProd/",322020201,UITexture/TechProd/322020201.png,"STProperty3220202",0,,,,1,,122020002,"最大提炼量",40,,,,,,,,,,0,0,,,,,240,,,4,,400,40,0,,0,,,,,,,,,,,,,,,,,,
322020205,32,2,2,2,5,,2,202,5,,"SkillTree","STName3220202","提炼厂","最大提炼量科技",1,12,"UITexture/TechProd/",322020201,UITexture/TechProd/322020201.png,"STProperty3220202",0,,,,1,,122020002,"最大提炼量",100,,,,,,,,,,6,0,,,,,300,,,5,,500,50,0,,0,,,,,,,,,,,,,,,,,,
322020206,32,2,2,2,6,,2,202,6,,"SkillTree","STName3220202","提炼厂","最大提炼量科技",1,12,"UITexture/TechProd/",322020201,UITexture/TechProd/322020201.png,"STProperty3220202",0,,,,1,,122020002,"最大提炼量",110,,,,,,,,,,0,0,,,,,360,,,6,,600,60,0,,0,,,,,,,,,,,,,,,,,,
322020207,32,2,2,2,7,,2,202,7,,"SkillTree","STName3220202","提炼厂","最大提炼量科技",1,12,"UITexture/TechProd/",322020201,UITexture/TechProd/322020201.png,"STProperty3220202",0,,,,1,,122020002,"最大提炼量",120,,,,,,,,,,0,0,,,,,420,,,7,,700,70,0,,0,,,,,,,,,,,,,,,,,,
322020208,32,2,2,2,8,,2,202,8,,"SkillTree","STName3220202","提炼厂","最大提炼量科技",1,12,"UITexture/TechProd/",322020201,UITexture/TechProd/322020201.png,"STProperty3220202",0,,,,1,,122020002,"最大提炼量",130,,,,,,,,,,0,0,,,,,480,,,8,,800,80,0,,0,,,,,,,,,,,,,,,,,,
322020209,32,2,2,2,9,,2,202,9,,"SkillTree","STName3220202","提炼厂","最大提炼量科技",1,12,"UITexture/TechProd/",322020201,UITexture/TechProd/322020201.png,"STProperty3220202",0,,,,1,,122020002,"最大提炼量",140,,,,,,,,,,0,0,,,,,540,,,9,,900,90,0,,0,,,,,,,,,,,,,,,,,,
322020210,32,2,2,2,10,,2,202,10,,"SkillTree","STName3220202","提炼厂","最大提炼量科技",1,12,"UITexture/TechProd/",322020201,UITexture/TechProd/322020201.png,"STProperty3220202",0,,,,1,,122020002,"最大提炼量",200,,,,,,,,,,11,0,,,,,600,,,10,,1000,100,0,,0,,,,,,,,,,,,,,,,,,
322020211,32,2,2,2,11,,2,202,11,,"SkillTree","STName3220202","提炼厂","最大提炼量科技",1,12,"UITexture/TechProd/",322020201,UITexture/TechProd/322020201.png,"STProperty3220202",0,,,,1,,122020002,"最大提炼量",210,,,,,,,,,,0,0,,,,,660,,,11,,1100,110,0,,0,,,,,,,,,,,,,,,,,,
322020212,32,2,2,2,12,,2,202,12,,"SkillTree","STName3220202","提炼厂","最大提炼量科技",1,12,"UITexture/TechProd/",322020201,UITexture/TechProd/322020201.png,"STProperty3220202",0,,,,1,,122020002,"最大提炼量",220,,,,,,,,,,0,0,,,,,720,,,12,,1200,120,0,,0,,,,,,,,,,,,,,,,,,
322020213,32,2,2,2,13,,2,202,13,,"SkillTree","STName3220202","提炼厂","最大提炼量科技",0,12,"UITexture/TechProd/",322020201,UITexture/TechProd/322020201.png,"STProperty3220202",0,,,,1,,122020002,"最大提炼量",230,,,,,,,,,,0,0,,,,,780,,,13,,1300,130,0,,0,,,,,,,,,,,,,,,,,,
322020214,32,2,2,2,14,,2,202,14,,"SkillTree","STName3220202","提炼厂","最大提炼量科技",0,12,"UITexture/TechProd/",322020201,UITexture/TechProd/322020201.png,"STProperty3220202",0,,,,1,,122020002,"最大提炼量",240,,,,,,,,,,0,0,,,,,840,,,14,,1400,140,0,,0,,,,,,,,,,,,,,,,,,
322020215,32,2,2,2,15,,2,202,15,,"SkillTree","STName3220202","提炼厂","最大提炼量科技",0,12,"UITexture/TechProd/",322020201,UITexture/TechProd/322020201.png,"STProperty3220202",0,,,,1,,122020002,"最大提炼量",300,,,,,,,,,,15,0,,,,,900,,,15,,1500,150,0,,0,,,,,,,,,,,,,,,,,,
322020216,32,2,2,2,16,,2,202,16,,"SkillTree","STName3220202","提炼厂","最大提炼量科技",0,12,"UITexture/TechProd/",322020201,UITexture/TechProd/322020201.png,"STProperty3220202",0,,,,1,,122020002,"最大提炼量",310,,,,,,,,,,0,0,,,,,960,,,16,,1600,160,0,,0,,,,,,,,,,,,,,,,,,
322020217,32,2,2,2,17,,2,202,17,,"SkillTree","STName3220202","提炼厂","最大提炼量科技",0,12,"UITexture/TechProd/",322020201,UITexture/TechProd/322020201.png,"STProperty3220202",0,,,,1,,122020002,"最大提炼量",320,,,,,,,,,,0,0,,,,,1020,,,17,,1700,170,0,,0,,,,,,,,,,,,,,,,,,
322020218,32,2,2,2,18,,2,202,18,,"SkillTree","STName3220202","提炼厂","最大提炼量科技",0,12,"UITexture/TechProd/",322020201,UITexture/TechProd/322020201.png,"STProperty3220202",0,,,,1,,122020002,"最大提炼量",330,,,,,,,,,,0,0,,,,,1080,,,18,,1800,180,0,,0,,,,,,,,,,,,,,,,,,
322020219,32,2,2,2,19,,2,202,19,,"SkillTree","STName3220202","提炼厂","最大提炼量科技",0,12,"UITexture/TechProd/",322020201,UITexture/TechProd/322020201.png,"STProperty3220202",0,,,,1,,122020002,"最大提炼量",340,,,,,,,,,,0,0,,,,,1140,,,19,,1900,190,0,,0,,,,,,,,,,,,,,,,,,
322020220,32,2,2,2,20,,2,202,20,,"SkillTree","STName3220202","提炼厂","最大提炼量科技",0,12,"UITexture/TechProd/",322020201,UITexture/TechProd/322020201.png,"STProperty3220202",0,,,,1,,122020002,"最大提炼量",400,,,,,,,,,,20,0,,,,,1200,,,20,,2000,200,0,,0,,,,,,,,,,,,,,,,,,
322020221,32,2,2,2,21,,2,202,21,,"SkillTree","STName3220202","提炼厂","最大提炼量科技",0,12,"UITexture/TechProd/",322020201,UITexture/TechProd/322020201.png,"STProperty3220202",0,,,,1,,122020002,"最大提炼量",410,,,,,,,,,,0,0,,,,,1260,,,21,,2100,210,0,,0,,,,,,,,,,,,,,,,,,
322020222,32,2,2,2,22,,2,202,22,,"SkillTree","STName3220202","提炼厂","最大提炼量科技",0,12,"UITexture/TechProd/",322020201,UITexture/TechProd/322020201.png,"STProperty3220202",0,,,,1,,122020002,"最大提炼量",420,,,,,,,,,,0,0,,,,,1320,,,22,,2200,220,0,,0,,,,,,,,,,,,,,,,,,
322020223,32,2,2,2,23,,2,202,23,,"SkillTree","STName3220202","提炼厂","最大提炼量科技",0,12,"UITexture/TechProd/",322020201,UITexture/TechProd/322020201.png,"STProperty3220202",0,,,,1,,122020002,"最大提炼量",430,,,,,,,,,,0,0,,,,,1380,,,23,,2300,230,0,,0,,,,,,,,,,,,,,,,,,
322020224,32,2,2,2,24,,2,202,24,,"SkillTree","STName3220202","提炼厂","最大提炼量科技",0,12,"UITexture/TechProd/",322020201,UITexture/TechProd/322020201.png,"STProperty3220202",0,,,,1,,122020002,"最大提炼量",440,,,,,,,,,,0,0,,,,,1440,,,24,,2400,240,0,,0,,,,,,,,,,,,,,,,,,
322020225,32,2,2,2,25,,2,202,25,,"SkillTree","STName3220202","提炼厂","最大提炼量科技",0,12,"UITexture/TechProd/",322020201,UITexture/TechProd/322020201.png,"STProperty3220202",0,,,,1,,122020002,"最大提炼量",500,,,,,,,,,,24,0,,,,,1500,,,25,,2500,250,0,,0,,,,,,,,,,,,,,,,,,
322020226,32,2,2,2,26,,2,202,26,,"SkillTree","STName3220202","提炼厂","最大提炼量科技",0,12,"UITexture/TechProd/",322020201,UITexture/TechProd/322020201.png,"STProperty3220202",0,,,,1,,122020002,"最大提炼量",510,,,,,,,,,,0,0,,,,,1560,,,26,,2600,260,0,,0,,,,,,,,,,,,,,,,,,
322020227,32,2,2,2,27,,2,202,27,,"SkillTree","STName3220202","提炼厂","最大提炼量科技",0,12,"UITexture/TechProd/",322020201,UITexture/TechProd/322020201.png,"STProperty3220202",0,,,,1,,122020002,"最大提炼量",520,,,,,,,,,,0,0,,,,,1620,,,27,,2700,270,0,,0,,,,,,,,,,,,,,,,,,
322020228,32,2,2,2,28,,2,202,28,,"SkillTree","STName3220202","提炼厂","最大提炼量科技",0,12,"UITexture/TechProd/",322020201,UITexture/TechProd/322020201.png,"STProperty3220202",0,,,,1,,122020002,"最大提炼量",530,,,,,,,,,,0,0,,,,,1680,,,28,,2800,280,0,,0,,,,,,,,,,,,,,,,,,
322020229,32,2,2,2,29,,2,202,29,,"SkillTree","STName3220202","提炼厂","最大提炼量科技",0,12,"UITexture/TechProd/",322020201,UITexture/TechProd/322020201.png,"STProperty3220202",0,,,,1,,122020002,"最大提炼量",540,,,,,,,,,,0,0,,,,,1740,,,29,,2900,290,0,,0,,,,,,,,,,,,,,,,,,
322020230,32,2,2,2,30,,2,202,30,,"SkillTree","STName3220202","提炼厂","最大提炼量科技",0,12,"UITexture/TechProd/",322020201,UITexture/TechProd/322020201.png,"STProperty3220202",0,,,,1,,122020002,"最大提炼量",600,,,,,,,,,,29,0,,,,,1800,,,30,,3000,300,0,,0,,,,,,,,,,,,,,,,,,
322030101,32,2,3,1,1,,2,203,1,,"SkillTree","STName3220301","核电厂","电力回复速率科技",1,12,"UITexture/TechProd/",322030101,UITexture/TechProd/322030101.png,"STProperty3220301",1005,1,5,,1,,122030001,"电力回复速率",2,,,,,,,,,,3,0,,,,,60,,,1,,100,10,0,,0,,,,,,,,,,,,,,,,,,
322030102,32,2,3,1,2,,2,203,2,,"SkillTree","STName3220301","核电厂","电力回复速率科技",1,12,"UITexture/TechProd/",322030101,UITexture/TechProd/322030101.png,"STProperty3220301",0,,,,1,,122030001,"电力回复速率",4,,,,,,,,,,0,0,,,,,120,,,2,,200,20,0,,0,,,,,,,,,,,,,,,,,,
322030103,32,2,3,1,3,,2,203,3,,"SkillTree","STName3220301","核电厂","电力回复速率科技",1,12,"UITexture/TechProd/",322030101,UITexture/TechProd/322030101.png,"STProperty3220301",0,,,,1,,122030001,"电力回复速率",6,,,,,,,,,,0,0,,,,,180,,,3,,300,30,0,,0,,,,,,,,,,,,,,,,,,
322030104,32,2,3,1,4,,2,203,4,,"SkillTree","STName3220301","核电厂","电力回复速率科技",1,12,"UITexture/TechProd/",322030101,UITexture/TechProd/322030101.png,"STProperty3220301",0,,,,1,,122030001,"电力回复速率",8,,,,,,,,,,0,0,,,,,240,,,4,,400,40,0,,0,,,,,,,,,,,,,,,,,,
